名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
丸山利明,旭化成スパーキッズ,9,104,76,352,140,23,39.8,33.2,9,2,0,19,279,6,56,58,415,291,0,165,22.2,1.84,0.25,2.3,70.1
丹山禎昭,JTサンダーズ,5,12,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
久保尚志,パナソニックパンサーズ,11,104,72,3,2,1,66.7,33.3,1,0,1,0,108,7,23,30,32,21,0,9,0.0,0.03,0.0,8.1,65.6
今井啓介,パナソニックパンサーズ,4,104,87,167,83,16,49.7,40.1,1,0,0,61,226,6,39,46,7,4,0,150,0.0,0.95,0.7,3.4,57.1
今田祐介,東レアローズ,14,85,5,14,3,4,21.4,-7.1,1,0,0,0,7,0,3,1,4,2,0,3,0.0,0.6,0.0,-7.1,50.0
伊勢隆一,JTサンダーズ,14,60,14,21,14,1,66.7,61.9,1,0,1,6,43,0,8,7,0,0,0,20,0.0,1.0,0.43,-0.6,
伊藤信博,堺ブレイザーズ,15,104,68,134,80,7,59.7,54.5,0,0,0,33,203,10,50,55,5,4,0,123,,1.18,0.49,5.5,80.0
佐々木太一,サントリーサンバーズ,2,104,80,204,113,12,55.4,49.5,1,1,0,45,280,15,74,59,19,13,0,173,100.0,1.41,0.56,4.0,68.4
佐藤和夫,豊田合成トレフェルサ,17,3,5,0,0,0,,,0,0,0,0,6,0,3,1,0,0,0,0,,0.0,0.0,-8.3,
内冨寛法,JTサンダーズ,17,102,53,287,132,34,46.0,34.1,121,52,21,14,142,13,49,36,4,2,0,159,43.0,2.49,0.26,6.9,50.0
前田悟,JTサンダーズ,11,92,51,25,14,3,56.0,44.0,0,0,0,12,133,12,36,33,0,0,0,38,,0.27,0.24,8.5,
勝俣康之,豊田合成トレフェルサ,14,94,30,0,0,0,,,0,0,0,0,0,0,0,0,155,85,0,0,,0.0,0.0,,54.8
北川祐介,パナソニックパンサーズ,9,104,87,160,88,6,55.0,51.2,0,0,0,76,226,2,12,25,14,11,0,166,,1.01,0.87,2.3,78.6
千葉進也,堺ブレイザーズ,6,104,67,145,76,15,52.4,42.1,21,11,3,6,161,8,26,44,172,117,0,90,52.4,1.13,0.09,7.8,68.0
南克幸,旭化成スパーキッズ,23,104,80,291,146,12,50.2,46.0,9,0,2,47,309,17,119,55,19,18,0,210,0.0,1.82,0.59,0.3,94.7
古田博幸,旭化成スパーキッズ,15,103,56,71,32,6,45.1,36.6,1,1,0,5,109,2,11,19,87,65,0,39,100.0,0.57,0.09,3.7,74.7
吉田譲,サントリーサンバーズ,19,1,3,0,0,0,,,0,0,0,0,5,0,1,1,0,0,0,0,,0.0,0.0,0.0,
坂本雄一郎,サントリーサンバーズ,3,44,31,9,4,1,44.4,33.3,0,0,0,1,21,0,2,2,0,0,0,5,,0.13,0.03,0.0,
増村雅尚,堺ブレイザーズ,3,35,31,9,4,1,44.4,33.3,4,2,1,1,3,0,1,0,2,1,0,5,50.0,0.13,0.03,-8.3,50.0
増野彰,堺ブレイザーズ,11,101,71,0,0,0,,,0,0,0,0,0,0,0,0,459,322,0,0,,0.0,0.0,,70.2
大久保茂和,堺ブレイザーズ,2,3,10,0,0,0,,,0,0,0,0,0,0,0,0,77,46,0,0,,0.0,0.0,,59.7
大坪史明,旭化成スパーキッズ,14,104,80,634,265,54,41.8,33.3,269,114,35,22,314,23,85,101,10,3,0,310,42.4,3.31,0.28,8.6,30.0
大村悟,NECブルーロケッツ,1,104,84,440,223,61,50.7,36.8,82,37,17,35,279,8,26,67,443,256,0,266,45.1,2.65,0.42,6.5,57.8
大森陽祐,NECブルーロケッツ,3,56,66,0,0,0,,,0,0,0,0,0,0,0,0,327,238,0,0,,0.0,0.0,,72.8
奥谷信彦,NECブルーロケッツ,12,100,57,0,0,0,,,0,0,0,0,79,3,17,16,1,1,0,3,,0.0,0.0,3.5,100.0
宇佐美大輔,NECブルーロケッツ,8,101,62,27,18,1,66.7,63.0,0,0,0,27,207,9,53,56,5,1,0,54,,0.29,0.44,4.7,20.0
安原貴之,豊田合成トレフェルサ,13,91,30,0,0,0,,,0,0,0,0,35,0,6,7,0,0,0,0,,0.0,0.0,0.7,
宮下雅寛,JTサンダーズ,1,68,46,67,33,5,49.3,41.8,2,2,0,16,146,6,25,34,1,0,0,55,100.0,0.72,0.35,5.7,0.0
小坂慎吾,サントリーサンバーズ,5,37,10,2,0,0,0.0,0.0,1,0,0,1,15,0,4,3,8,2,0,1,0.0,0.0,0.1,-1.7,25.0
小川吉,サントリーサンバーズ,18,60,19,0,0,0,,,0,0,0,0,0,0,0,0,116,76,0,0,,0.0,0.0,,65.5
小林敦,東レアローズ,11,20,26,4,0,0,0.0,0.0,0,0,0,2,7,0,0,2,2,2,0,2,,0.0,0.08,7.1,100.0
小糸敬夫,パナソニックパンサーズ,6,104,87,0,0,0,,,0,0,0,0,0,0,0,0,487,329,0,0,,0.0,0.0,,67.6
小西健太,堺ブレイザーズ,0,104,66,82,43,6,52.4,45.1,0,0,0,20,217,18,32,70,7,2,0,81,,0.65,0.3,12.7,28.6
尾上健司,JTサンダーズ,20,80,65,130,63,2,48.5,46.9,0,0,0,42,172,1,15,19,3,3,0,106,,0.97,0.65,1.2,100.0
山口誠,東レアローズ,6,92,15,4,2,0,50.0,50.0,0,0,0,1,45,2,2,5,1,1,0,5,,0.13,0.07,6.1,100.0
山崎典行,旭化成スパーキッズ,2,26,3,0,0,0,,,0,0,0,0,3,0,0,2,0,0,0,0,,0.0,0.0,16.7,
山本健之,JTサンダーズ,12,102,74,0,0,0,,,0,0,0,0,0,0,0,0,457,322,0,0,,0.0,0.0,,70.5
山本太二,東レアローズ,20,100,68,16,3,0,18.8,18.8,1,0,0,25,250,18,52,65,4,0,0,46,0.0,0.04,0.37,8.5,0.0
山本隆弘,パナソニックパンサーズ,5,104,84,794,389,110,49.0,35.1,385,183,56,14,347,41,120,95,16,2,0,444,47.5,4.63,0.17,10.0,12.5
山村宏太,サントリーサンバーズ,1,104,79,169,98,8,58.0,53.3,0,0,0,50,178,1,9,20,10,7,0,149,,1.24,0.63,2.1,70.0
岸本一馬,パナソニックパンサーズ,1,80,44,70,28,14,40.0,20.0,11,6,2,3,44,3,9,18,123,58,0,34,54.5,0.64,0.07,11.9,47.2
島野俊一,豊田合成トレフェルサ,19,104,52,7,4,0,57.1,57.1,0,0,0,10,155,3,28,40,3,2,0,17,,0.08,0.19,3.9,66.7
川村慎二,パナソニックパンサーズ,8,103,84,215,110,24,51.2,40.0,40,21,9,7,283,20,41,84,429,270,0,137,52.5,1.31,0.08,10.9,62.9
川浦博昭,豊田合成トレフェルサ,9,104,82,174,108,7,62.1,58.0,1,0,0,45,202,3,42,42,12,7,0,156,0.0,1.32,0.55,1.5,58.3
市橋祐之,堺ブレイザーズ,5,102,62,14,11,1,78.6,71.4,0,0,0,8,220,9,16,38,5,3,0,28,,0.18,0.13,6.6,60.0
平野信孝,JTサンダーズ,2,104,45,144,76,11,52.8,45.1,48,23,7,7,97,3,9,28,38,31,0,86,47.9,1.69,0.16,8.0,81.6
後山博史,パナソニックパンサーズ,14,100,37,5,1,1,20.0,0.0,0,0,0,0,49,1,13,8,13,9,0,2,,0.03,0.0,-0.5,69.2
徳元幸人,JTサンダーズ,8,104,74,381,193,20,50.7,45.4,13,5,1,22,267,3,7,53,453,333,0,218,38.5,2.61,0.3,5.4,73.5
成田貴志,堺ブレイザーズ,8,104,31,4,1,1,25.0,0.0,1,0,1,6,98,1,3,20,1,0,0,8,0.0,0.03,0.19,5.4,0.0
掛川厚志,東レアローズ,15,104,78,0,0,0,,,0,0,0,0,0,0,0,0,434,282,0,0,,0.0,0.0,,65.0
日高誠,JTサンダーズ,16,13,7,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,1,0,0,1,,0.14,0.0,,0.0
服部亮二,豊田合成トレフェルサ,6,104,17,8,4,0,50.0,50.0,0,0,0,7,32,2,0,8,0,0,0,13,,0.24,0.41,12.5,
朝長孝介,豊田合成トレフェルサ,15,104,50,4,3,0,75.0,75.0,0,0,0,4,135,1,3,13,0,0,0,8,,0.06,0.08,2.6,
木下文博,豊田合成トレフェルサ,8,101,19,21,9,2,42.9,33.3,1,0,0,0,24,0,2,1,50,26,0,9,0.0,0.47,0.0,-1.0,52.0
木原丈裕,サントリーサンバーズ,12,104,22,73,33,10,45.2,31.5,9,5,1,1,62,2,3,11,90,39,0,36,55.6,1.5,0.05,6.5,43.3
末次志朗,旭化成スパーキッズ,10,104,80,275,145,8,52.7,49.8,0,0,0,39,216,1,3,27,25,19,0,185,,1.81,0.49,3.2,76.0
杉山マルコス,堺ブレイザーズ,17,98,65,452,248,48,54.9,44.2,108,66,12,17,247,20,61,61,390,281,0,285,61.1,3.82,0.26,8.1,72.1
村上龍介,サントリーサンバーズ,13,12,3,0,0,0,,,0,0,0,0,3,0,2,0,0,0,0,0,,0.0,0.0,-16.7,
松本慶彦,NECブルーロケッツ,17,9,7,3,2,0,66.7,66.7,0,0,0,0,2,0,0,1,0,0,0,2,,0.29,0.0,12.5,
松永理生,パナソニックパンサーズ,15,26,7,0,0,0,,,0,0,0,0,7,0,4,2,0,0,0,0,,0.0,0.0,-7.1,
柴田恭平,東レアローズ,3,16,36,231,86,39,37.2,20.3,74,25,15,9,128,11,37,42,9,7,0,106,33.8,2.39,0.25,9.6,77.8
栗原圭介,サントリーサンバーズ,6,104,41,3,2,0,66.7,66.7,0,0,0,6,127,2,5,16,2,2,0,10,,0.05,0.15,3.7,100.0
桑田鎮典,サントリーサンバーズ,9,102,37,83,44,6,53.0,45.8,8,3,3,10,84,3,17,7,170,117,0,57,37.5,1.19,0.27,0.6,68.8
森佑之,豊田合成トレフェルサ,11,20,56,0,0,0,,,0,0,0,0,0,0,0,0,291,196,0,0,,0.0,0.0,,67.4
沖隆夫,豊田合成トレフェルサ,2,26,8,0,0,0,,,0,0,0,0,10,1,4,1,0,0,0,1,,0.0,0.0,2.5,
河野裕輔,JTサンダーズ,4,92,19,68,25,8,36.8,25.0,27,9,6,1,43,3,4,9,6,5,0,29,33.3,1.32,0.05,9.9,83.3
泉川正幸,東レアローズ,8,26,13,77,24,6,31.2,23.4,21,6,3,4,43,1,6,6,21,18,0,29,28.6,1.85,0.31,2.3,85.7
津曲勝利,サントリーサンバーズ,11,44,61,0,0,0,,,0,0,0,0,0,0,0,0,391,303,0,0,,0.0,0.0,,77.5
浅倉勇,パナソニックパンサーズ,3,104,50,51,18,7,35.3,21.6,15,5,3,3,70,5,19,17,28,24,0,26,33.3,0.36,0.06,6.4,85.7
浅川敏,東レアローズ,18,40,1,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,,0.0,0.0,,100.0
浜口知良,東レアローズ,19,85,13,1,0,0,0.0,0.0,0,0,0,2,1,0,0,1,0,0,0,2,,0.0,0.15,25.0,
清水雅之,サントリーサンバーズ,4,104,52,12,3,2,25.0,8.3,3,0,1,11,177,3,5,28,1,0,0,17,0.0,0.06,0.21,4.9,0.0
渡邉正堂,NECブルーロケッツ,11,104,5,1,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.2,,
渡邊友嗣,堺ブレイザーズ,7,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
澤畠雄一郎,堺ブレイザーズ,1,104,51,129,68,9,52.7,45.7,0,0,0,21,110,2,23,27,15,13,0,91,,1.33,0.41,2.7,86.7
濱島哲也,NECブルーロケッツ,19,48,18,0,0,0,,,0,0,0,0,0,0,0,0,128,77,0,0,,0.0,0.0,,60.2
熊谷豪,旭化成スパーキッズ,6,104,80,9,1,0,11.1,11.1,0,0,0,12,260,2,10,32,5,1,0,15,,0.01,0.15,2.9,20.0
牛尾正和,パナソニックパンサーズ,10,104,48,7,5,0,71.4,71.4,0,0,0,8,98,2,8,22,3,0,0,15,,0.1,0.17,5.6,0.0
田辺修,東レアローズ,2,38,2,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
甲斐祐之,堺ブレイザーズ,10,104,81,516,270,49,52.3,42.8,127,63,23,28,289,23,60,84,345,208,0,321,49.6,3.33,0.35,10.0,60.3
盛重龍,豊田合成トレフェルサ,1,104,80,478,224,39,46.9,38.7,53,13,10,26,293,15,60,80,559,369,0,265,24.5,2.8,0.32,6.8,66.0
直弘龍治,JTサンダーズ,10,104,29,142,75,14,52.8,43.0,65,35,7,8,63,0,7,6,6,5,0,83,53.8,2.59,0.28,-0.4,83.3
真鍋政義,パナソニックパンサーズ,18,104,60,25,13,1,52.0,48.0,1,0,0,11,185,9,7,34,2,0,0,33,0.0,0.22,0.18,8.5,0.0
真鍋智彦,旭化成スパーキッズ,13,103,6,2,1,1,50.0,0.0,2,1,1,0,6,0,4,1,0,0,0,1,50.0,0.17,0.0,-12.5,
矢野裕範,豊田合成トレフェルサ,4,76,20,0,0,0,,,0,0,0,0,16,0,1,1,0,0,0,0,,0.0,0.0,0.0,
竹内実,NECブルーロケッツ,6,104,39,159,66,11,41.5,34.6,19,9,2,12,133,10,24,22,238,164,0,88,47.4,1.69,0.31,7.1,68.9
笠原紀久,東レアローズ,5,20,23,42,21,1,50.0,47.6,2,1,0,1,26,1,6,5,53,42,0,23,50.0,0.91,0.04,2.9,79.2
篠田歩,東レアローズ,17,104,78,174,93,13,53.4,46.0,2,1,0,51,298,26,95,77,7,2,0,170,50.0,1.19,0.65,7.2,28.6
細川延由,NECブルーロケッツ,2,102,72,274,116,27,42.3,32.5,62,22,7,10,242,10,26,81,338,200,0,136,35.5,1.61,0.14,9.8,59.2
脇戸新之助,NECブルーロケッツ,9,104,23,3,1,0,33.3,33.3,0,0,0,2,91,5,5,21,0,0,0,8,,0.04,0.09,9.9,
臺光章,JTサンダーズ,6,104,60,4,3,0,75.0,75.0,0,0,0,3,189,3,13,44,2,0,0,9,,0.05,0.05,5.7,0.0
舩越健太郎,旭化成スパーキッズ,11,104,80,0,0,0,,,0,0,0,0,0,0,0,0,638,448,0,0,,0.0,0.0,,70.2
苅谷淳司,JTサンダーズ,3,104,57,103,43,7,41.7,35.0,0,0,0,44,182,3,22,20,14,13,0,90,,0.75,0.77,1.4,92.9
荻野正二,サントリーサンバーズ,10,68,65,246,112,16,45.5,39.0,47,20,4,21,233,6,21,43,344,224,0,139,42.6,1.72,0.32,4.9,65.1
菊地洋之,NECブルーロケッツ,7,104,84,158,82,11,51.9,44.9,0,0,0,42,204,2,16,37,3,1,0,126,,0.98,0.5,3.6,33.3
西田靖宏,サントリーサンバーズ,8,19,44,25,16,4,64.0,48.0,9,5,2,1,66,6,27,17,1,0,0,23,55.6,0.36,0.02,5.3,0.0
諸隈直樹,豊田合成トレフェルサ,3,104,83,577,283,38,49.0,42.5,113,60,12,31,346,22,80,72,368,220,0,336,53.1,3.41,0.37,5.8,59.8
越川優,サントリーサンバーズ,7,104,73,269,125,30,46.5,35.3,51,23,10,13,278,36,71,69,299,168,0,174,45.1,1.71,0.18,12.8,56.2
越谷章,東レアローズ,10,96,49,238,128,23,53.8,44.1,45,28,7,5,163,11,44,36,175,116,0,144,62.2,2.61,0.1,5.5,66.3
足立和弘,NECブルーロケッツ,5,104,40,4,0,2,0.0,-50.0,3,0,2,0,48,1,15,12,4,1,0,1,0.0,0.0,0.0,0.5,25.0
酒井大祐,JTサンダーズ,15,2,3,0,0,0,,,0,0,0,0,0,0,0,0,14,12,0,0,,0.0,0.0,,85.7
金井修也,堺ブレイザーズ,21,103,44,0,0,0,,,0,0,0,0,62,7,22,16,0,0,0,7,,0.0,0.0,8.9,
鈴木孝政,旭化成スパーキッズ,8,104,63,3,2,0,66.7,66.7,0,0,0,0,4,0,1,0,8,5,0,2,,0.03,0.0,-6.2,62.5
鈴木康晋,豊田合成トレフェルサ,16,104,78,132,75,8,56.8,50.8,1,0,0,44,260,5,15,31,15,14,0,124,0.0,0.96,0.56,3.5,93.3
鈴木聡,東レアローズ,12,27,4,0,0,0,,,0,0,0,0,4,1,3,0,0,0,0,1,,0.0,0.0,6.2,
阿南卓,サントリーサンバーズ,17,60,6,2,0,0,0.0,0.0,0,0,0,0,4,0,0,0,2,2,0,0,,0.0,0.0,0.0,100.0
阿部裕太,東レアローズ,9,4,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
青山晃,旭化成スパーキッズ,17,104,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
青山繁,東レアローズ,1,104,75,271,120,7,44.3,41.7,11,2,0,7,287,8,13,90,338,253,0,135,18.2,1.6,0.09,9.5,74.9
青木一平,NECブルーロケッツ,10,104,84,208,111,12,53.4,47.6,0,0,0,36,256,5,17,32,16,13,0,152,,1.32,0.43,3.4,81.2
高山博旭,パナソニックパンサーズ,2,3,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
高杉洋平,東レアローズ,16,104,42,58,25,9,43.1,27.6,28,11,4,1,72,1,14,22,2,2,0,27,39.3,0.6,0.02,4.2,100.0
高橋慎治,旭化成スパーキッズ,12,80,4,1,1,0,100.0,100.0,0,0,0,0,6,0,2,0,0,0,0,1,,0.25,0.0,-8.3,
高橋智則,旭化成スパーキッズ,5,104,79,510,249,32,48.8,42.5,51,27,5,37,261,12,48,65,350,192,0,298,52.9,3.15,0.47,6.2,54.9
鳥居聖史,豊田合成トレフェルサ,12,5,5,0,0,0,,,0,0,0,0,6,1,0,0,4,2,0,1,,0.0,0.0,16.7,50.0
齋藤信治,東レアローズ,7,104,78,294,162,19,55.1,48.6,67,37,6,41,209,9,44,63,3,1,0,212,55.2,2.08,0.53,6.6,33.3
