名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
アブラーモフパーベル,2003-12,東レアローズ,4,60,19,146,69,11,47.3,39.7,15,3,3,8,55,3,13,21,77,44,0,80,20.0,3.63,0.42,9.1,57.1
アブラーモフパーベル,2004-01,東レアローズ,4,7,21,183,107,17,58.5,49.2,52,29,5,9,88,9,21,27,122,87,0,125,55.8,5.1,0.43,11.9,71.3
アブラーモフパーベル,2004-02,東レアローズ,4,12,24,203,107,26,52.7,39.9,47,19,12,9,77,7,13,31,170,107,0,123,40.4,4.46,0.38,14.9,62.9
カントルサンドロ,2003-12,パナソニックパンサーズ,22,84,32,190,89,19,46.8,36.8,29,17,6,13,114,12,26,43,130,88,0,114,58.6,2.78,0.41,14.3,67.7
カントルサンドロ,2004-01,パナソニックパンサーズ,22,8,33,218,114,22,52.3,42.2,52,25,9,11,135,19,35,48,188,128,0,144,48.1,3.45,0.33,16.5,68.1
カントルサンドロ,2004-02,パナソニックパンサーズ,22,12,22,156,88,14,56.4,47.4,36,19,5,13,94,10,23,40,119,94,0,111,52.8,4.0,0.59,15.2,79.0
サベリエフイリア,2003-12,JTサンダーズ,21,84,28,236,129,17,54.7,47.5,58,30,7,8,119,6,22,50,166,105,0,143,51.7,4.61,0.29,10.9,63.3
サベリエフイリア,2004-01,JTサンダーズ,21,8,26,201,112,14,55.7,48.8,48,30,4,7,124,19,23,40,150,103,0,138,62.5,4.31,0.27,18.8,68.7
サベリエフイリア,2004-02,JTサンダーズ,21,12,23,181,95,15,52.5,44.2,45,21,6,4,95,10,20,32,99,65,0,109,46.7,4.13,0.17,13.7,65.7
ジルソンベルナルド,2003-12,サントリーサンバーズ,16,84,27,320,179,30,55.9,46.6,153,88,18,7,107,6,28,42,2,0,0,192,57.5,6.63,0.26,8.9,0.0
ジルソンベルナルド,2004-01,サントリーサンバーズ,16,8,29,295,134,39,45.4,32.2,130,66,23,10,110,12,29,44,5,3,0,156,50.8,4.62,0.34,14.3,60.0
ジルソンベルナルド,2004-02,サントリーサンバーズ,16,12,24,264,151,22,57.2,48.9,114,70,9,5,105,12,34,30,1,1,0,168,61.4,6.29,0.21,10.5,100.0
ビリングスブルック,2003-12,堺ブレイザーズ,19,60,21,127,61,14,48.0,37.0,62,33,9,8,69,4,16,20,2,0,0,73,53.2,2.9,0.38,7.2,0.0
ビリングスブルック,2004-01,堺ブレイザーズ,19,6,18,116,47,19,40.5,24.1,55,19,13,10,60,5,18,9,1,0,0,62,34.5,2.61,0.56,4.6,0.0
ビリングスブルック,2004-02,堺ブレイザーズ,19,10,20,138,72,18,52.2,39.1,68,37,13,10,86,6,22,19,1,1,0,88,54.4,3.6,0.5,6.1,100.0
ペレイラマックス,2003-12,豊田合成トレフェルサ,10,84,27,216,104,25,48.1,36.6,98,52,11,10,114,13,27,28,0,0,0,127,53.1,3.85,0.37,11.6,
ペレイラマックス,2004-01,豊田合成トレフェルサ,10,8,31,212,92,25,43.4,31.6,87,40,17,11,116,15,20,35,1,0,0,118,46.0,2.97,0.35,16.2,0.0
ペレイラマックス,2004-02,豊田合成トレフェルサ,10,12,25,174,87,21,50.0,37.9,74,36,14,8,117,17,20,32,0,0,0,112,48.6,3.48,0.32,17.1,
ロドリゲスアンデルソン,2003-12,NECブルーロケッツ,18,84,31,307,170,29,55.4,45.9,151,92,10,9,129,22,28,46,4,1,0,201,60.9,5.48,0.29,20.5,25.0
ロドリゲスアンデルソン,2004-01,NECブルーロケッツ,18,8,29,321,159,38,49.5,37.7,141,72,23,18,115,12,36,36,7,2,0,189,51.1,5.48,0.62,10.4,28.6
ロドリゲスアンデルソン,2004-02,NECブルーロケッツ,18,12,24,232,112,31,48.3,34.9,99,49,15,8,89,13,26,26,16,10,0,133,49.5,4.67,0.33,14.6,62.5
上田剛史,2003-12,サントリーサンバーズ,14,72,19,0,0,0,,,0,0,0,0,30,2,3,14,0,0,0,2,,0.0,0.0,15.8,
上田剛史,2004-01,サントリーサンバーズ,14,1,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
下田悟,2004-01,JTサンダーズ,7,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
中垣内祐一,2003-12,堺ブレイザーズ,4,84,22,63,27,3,42.9,38.1,23,8,2,3,23,2,1,5,0,0,0,32,34.8,1.23,0.14,13.0,
中垣内祐一,2004-01,堺ブレイザーズ,4,8,11,19,5,2,26.3,15.8,7,1,0,1,7,0,1,1,0,0,0,6,14.3,0.45,0.09,0.0,
中垣内祐一,2004-02,堺ブレイザーズ,4,12,10,49,30,4,61.2,53.1,32,20,3,1,19,0,0,5,0,0,0,31,62.5,3.0,0.1,6.6,
丸山利明,2003-12,旭化成スパーキッズ,9,84,26,93,34,4,36.6,32.3,4,1,0,5,96,1,17,25,127,90,0,40,25.0,1.31,0.19,3.1,70.9
丸山利明,2004-01,旭化成スパーキッズ,9,8,29,139,54,11,38.8,30.9,1,0,0,9,108,4,24,19,151,102,0,67,0.0,1.86,0.31,2.5,67.5
丸山利明,2004-02,旭化成スパーキッズ,9,12,21,120,52,8,43.3,36.7,4,1,0,5,75,1,15,14,137,99,0,58,25.0,2.48,0.24,1.0,72.3
丹山禎昭,2003-12,JTサンダーズ,5,12,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
久保尚志,2003-12,パナソニックパンサーズ,11,84,25,0,0,0,,,0,0,0,0,32,2,8,9,4,4,0,2,,0.0,0.0,7.0,100.0
久保尚志,2004-01,パナソニックパンサーズ,11,8,27,3,2,1,66.7,33.3,1,0,1,0,46,4,10,11,21,12,0,6,0.0,0.07,0.0,9.2,57.1
久保尚志,2004-02,パナソニックパンサーズ,11,12,20,0,0,0,,,0,0,0,0,30,1,5,10,7,5,0,1,,0.0,0.0,7.5,71.4
今井啓介,2003-12,パナソニックパンサーズ,4,84,32,55,25,6,45.5,34.5,0,0,0,31,74,3,8,16,4,3,0,59,,0.78,0.97,6.8,75.0
今井啓介,2004-01,パナソニックパンサーズ,4,8,33,69,30,7,43.5,33.3,1,0,0,23,93,1,20,19,0,0,0,54,0.0,0.91,0.7,0.8,
今井啓介,2004-02,パナソニックパンサーズ,4,12,22,43,28,3,65.1,58.1,0,0,0,7,59,2,11,11,3,1,0,37,,1.27,0.32,3.4,33.3
今田祐介,2003-12,東レアローズ,14,84,5,14,3,4,21.4,-7.1,1,0,0,0,7,0,3,1,4,2,0,3,0.0,0.6,0.0,-7.1,50.0
今田祐介,2004-01,東レアローズ,14,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
伊勢隆一,2003-12,JTサンダーズ,14,60,14,21,14,1,66.7,61.9,1,0,1,6,43,0,8,7,0,0,0,20,0.0,1.0,0.43,-0.6,
伊藤信博,2003-12,堺ブレイザーズ,15,84,23,54,29,4,53.7,46.3,0,0,0,10,68,3,21,25,2,1,0,42,,1.26,0.43,5.9,50.0
伊藤信博,2004-01,堺ブレイザーズ,15,8,23,45,30,2,66.7,62.2,0,0,0,11,69,2,13,17,1,1,0,43,,1.3,0.48,4.3,100.0
伊藤信博,2004-02,堺ブレイザーズ,15,12,22,35,21,1,60.0,57.1,0,0,0,12,66,5,16,13,2,2,0,38,,0.95,0.55,6.4,100.0
佐々木太一,2003-12,サントリーサンバーズ,2,84,27,67,44,4,65.7,59.7,0,0,0,14,111,10,28,27,7,2,0,68,,1.63,0.52,8.8,28.6
佐々木太一,2004-01,サントリーサンバーズ,2,8,29,69,36,4,52.2,46.4,1,1,0,14,96,4,23,18,7,7,0,54,100.0,1.24,0.48,2.9,100.0
佐々木太一,2004-02,サントリーサンバーズ,2,12,24,68,33,4,48.5,42.6,0,0,0,17,73,1,23,14,5,4,0,51,,1.38,0.71,-1.7,80.0
佐藤和夫,2004-01,豊田合成トレフェルサ,17,3,5,0,0,0,,,0,0,0,0,6,0,3,1,0,0,0,0,,0.0,0.0,-8.3,
内冨寛法,2003-12,JTサンダーズ,17,84,21,140,71,21,50.7,35.7,65,32,11,3,57,4,23,19,2,1,0,78,49.2,3.38,0.14,5.3,50.0
内冨寛法,2004-01,JTサンダーズ,17,6,17,96,34,12,35.4,22.9,39,10,9,7,57,6,18,14,1,0,0,47,25.6,2.0,0.41,8.8,0.0
内冨寛法,2004-02,JTサンダーズ,17,12,15,51,27,1,52.9,51.0,17,10,1,4,28,3,8,3,1,1,0,34,58.8,1.8,0.27,6.2,100.0
前田悟,2003-12,JTサンダーズ,11,72,22,15,8,2,53.3,40.0,0,0,0,7,79,11,21,18,0,0,0,26,,0.36,0.32,13.0,
前田悟,2004-01,JTサンダーズ,11,8,16,6,3,1,50.0,33.3,0,0,0,2,25,0,8,7,0,0,0,5,,0.19,0.12,-1.0,
前田悟,2004-02,JTサンダーズ,11,12,13,4,3,0,75.0,75.0,0,0,0,3,29,1,7,8,0,0,0,7,,0.23,0.23,4.3,
勝俣康之,2003-12,豊田合成トレフェルサ,14,84,27,0,0,0,,,0,0,0,0,0,0,0,0,152,84,0,0,,0.0,0.0,,55.3
勝俣康之,2004-01,豊田合成トレフェルサ,14,2,1,0,0,0,,,0,0,0,0,0,0,0,0,2,1,0,0,,0.0,0.0,,50.0
勝俣康之,2004-02,豊田合成トレフェルサ,14,8,2,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
北川祐介,2003-12,パナソニックパンサーズ,9,84,32,57,33,2,57.9,54.4,0,0,0,25,93,2,7,14,3,2,0,60,,1.03,0.78,4.0,66.7
北川祐介,2004-01,パナソニックパンサーズ,9,8,33,59,26,1,44.1,42.4,0,0,0,30,74,0,5,7,9,7,0,56,,0.79,0.91,0.7,77.8
北川祐介,2004-02,パナソニックパンサーズ,9,12,22,44,29,3,65.9,59.1,0,0,0,21,59,0,0,4,2,2,0,50,,1.32,0.95,1.7,100.0
千葉進也,2003-12,堺ブレイザーズ,6,84,18,5,4,0,80.0,80.0,0,0,0,1,22,1,6,6,13,4,0,6,,0.22,0.06,4.5,30.8
千葉進也,2004-01,堺ブレイザーズ,6,8,27,57,31,6,54.4,43.9,8,4,1,3,69,4,7,21,33,14,0,38,50.0,1.15,0.11,10.9,42.4
千葉進也,2004-02,堺ブレイザーズ,6,12,22,83,41,9,49.4,38.6,13,7,2,2,70,3,13,17,126,99,0,46,53.8,1.86,0.09,5.7,78.6
南克幸,2003-12,旭化成スパーキッズ,23,84,27,111,56,5,50.5,45.9,2,0,1,15,102,6,41,23,1,1,0,77,0.0,2.07,0.56,1.5,100.0
南克幸,2004-01,旭化成スパーキッズ,23,8,30,102,48,4,47.1,43.1,3,0,0,17,114,6,45,21,2,2,0,71,0.0,1.6,0.57,0.0,100.0
南克幸,2004-02,旭化成スパーキッズ,23,12,23,78,42,3,53.8,50.0,4,0,1,15,93,5,33,11,16,15,0,62,0.0,1.83,0.65,-0.5,93.8
古田博幸,2003-12,旭化成スパーキッズ,15,84,19,42,22,3,52.4,45.2,1,1,0,1,46,0,4,7,50,42,0,23,100.0,1.16,0.05,1.6,84.0
