試合日,年月,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2013-12-07,2013-12,12,東レアローズ,堺ブレイザーズ,1,,富松崇彰,4,■,■,■,■,,10,6,1,60.0,50.0,1.50,0,0,0,-,4,1.00,8,0,1,2,6.2,1,1,0,100.0,10
2013-12-07,2013-12,12,東レアローズ,堺ブレイザーズ,2,L,田辺修,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,20,13,0,65.0,0
2013-12-07,2013-12,12,東レアローズ,堺ブレイザーズ,4,,近藤茂,2,,□,□,,,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,0
2013-12-07,2013-12,12,東レアローズ,堺ブレイザーズ,5,,米山裕太,4,■,■,■,■,,34,12,2,35.3,29.4,3.00,9,4,0,44.4,0,-,16,0,0,5,7.8,13,13,0,100.0,12
2013-12-07,2013-12,12,東レアローズ,堺ブレイザーズ,6,L,渡辺俊介,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-12-07,2013-12,12,東レアローズ,堺ブレイザーズ,7,,相澤寿,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-12-07,2013-12,12,東レアローズ,堺ブレイザーズ,8,,瀬戸口竜矢,1,,,,□,,1,0,0,0.0,0.0,-,1,0,0,0.0,0,-,1,0,0,0,0.0,7,5,0,71.4,0
2013-12-07,2013-12,12,東レアローズ,堺ブレイザーズ,11,,王金剛,4,■,■,■,■,,5,3,0,60.0,60.0,0.75,0,0,0,-,4,1.00,8,0,2,3,9.4,0,0,0,-,7
2013-12-07,2013-12,12,東レアローズ,堺ブレイザーズ,12,,ボヨビッチデヤン,4,■,■,■,■,,29,10,1,34.5,31.0,2.50,12,4,0,33.3,1,0.25,17,1,3,5,12.1,0,0,0,-,12
2013-12-07,2013-12,12,東レアローズ,堺ブレイザーズ,16,,角田辰徳,1,,,□,,,2,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-,0
2013-12-07,2013-12,12,東レアローズ,堺ブレイザーズ,17,,篠田歩,1,,,,□,,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,0
2013-12-07,2013-12,12,東レアローズ,堺ブレイザーズ,18,,鈴木悠二,4,□,□,□,□,,2,1,0,50.0,50.0,0.25,0,0,0,-,0,-,6,0,1,1,4.2,0,0,0,-,1
2013-12-07,2013-12,12,東レアローズ,堺ブレイザーズ,19,,黒木康太郎,4,■,■,■,■,,10,5,1,50.0,40.0,1.25,0,0,0,-,1,0.25,10,0,4,1,2.5,0,0,0,-,6
2013-12-07,2013-12,12,東レアローズ,堺ブレイザーズ,20,,大木貴之,4,■,■,■,■,,25,8,1,32.0,28.0,2.00,8,3,0,37.5,3,0.75,15,0,2,4,6.7,31,22,0,71.0,11
2013-12-07,2013-12,12,堺ブレイザーズ,東レアローズ,1,,松本慶彦,4,■,■,■,■,,10,6,0,60.0,60.0,1.50,0,0,0,-,2,0.50,11,0,0,2,4.5,0,0,0,-,8
2013-12-07,2013-12,12,堺ブレイザーズ,東レアローズ,2,L,井上裕介,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,18,11,0,61.1,0
2013-12-07,2013-12,12,堺ブレイザーズ,東レアローズ,3,,石島雄介,4,■,■,■,■,,28,10,3,35.7,25.0,2.50,1,1,0,100.0,0,-,13,0,2,0,0.0,30,21,0,70.0,10
2013-12-07,2013-12,12,堺ブレイザーズ,東レアローズ,4,,北島武,1,□,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
