試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2021-02-06,ルートインホテルズブリリアントアリーズ,2,,小坂亜未,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,ルートインホテルズブリリアントアリーズ,3,L,水谷真友,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,2,1,31.2,,,,,,,,
2021-02-06,ルートインホテルズブリリアントアリーズ,4,,佐々木里菜,3,□,■,■,nan,nan,1,1,0,100.0,100.0,0.33,0,0,0,-,0,-,6,0,1,0,-4.2,0,0,0,-,,,,,,,,
2021-02-06,ルートインホテルズブリリアントアリーズ,6,,岸村恵実,3,■,■,■,nan,nan,21,7,1,33.3,28.6,2.33,0,0,0,-,1,0.33,11,1,0,5,20.5,1,1,0,100.0,,,,,,,,
2021-02-06,ルートインホテルズブリリアントアリーズ,7,,山口真季,3,□,■,□,nan,nan,25,6,2,24.0,16.0,2.00,1,0,1,0.0,1,0.33,5,0,0,2,10.0,6,0,2,16.7,,,,,,,,
2021-02-06,ルートインホテルズブリリアントアリーズ,8,L,石井彩,3,〇,〇,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,ルートインホテルズブリリアントアリーズ,10,,野嶋華鈴,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,ルートインホテルズブリリアントアリーズ,11,,平原果歩,3,■,□,■,nan,nan,6,2,0,33.3,33.3,0.67,0,0,0,-,0,-,8,0,1,2,3.1,11,5,4,63.6,,,,,,,,
2021-02-06,ルートインホテルズブリリアントアリーズ,12,,綱田愛,3,□,■,□,nan,nan,14,2,3,14.3,-7.1,0.67,0,0,0,-,0,-,3,0,0,0,0.0,12,1,7,37.5,,,,,,,,
2021-02-06,ルートインホテルズブリリアントアリーズ,14,,村山美佳,3,■,□,■,nan,nan,25,6,2,24.0,16.0,2.00,4,1,1,25.0,0,-,4,0,1,0,-6.2,0,0,0,-,,,,,,,,
2021-02-06,ルートインホテルズブリリアントアリーズ,16,,横田実穂,3,■,□,□,nan,nan,2,2,0,100.0,100.0,0.67,0,0,0,-,0,-,5,0,0,1,5.0,0,0,0,-,,,,,,,,
2021-02-06,ルートインホテルズブリリアントアリーズ,17,,小茂田夏海,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,ルートインホテルズブリリアントアリーズ,18,,岩本周加,3,■,■,■,nan,nan,10,5,1,50.0,40.0,1.67,0,0,0,-,0,-,12,1,1,5,16.7,0,0,0,-,,,,,,,,
2021-02-06,ルートインホテルズブリリアントアリーズ,19,,富澤結花,3,■,■,■,nan,nan,20,7,1,35.0,30.0,2.33,0,0,0,-,2,0.67,8,0,0,2,6.2,28,3,12,32.1,,,,,,,,
2021-02-06,ルートインホテルズブリリアントアリーズ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,124,38,10,30.6,22.6,12.67,5,1,2,20.0,4,1.33,62,2,4,17,8.5,66,12,26,37.9,120,41,7,34.2,12,4.00,14.4,51.8
