月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
11,ヴィアティン三重,15,,茶屋道康輔,10,3,3,3,1,0,48,19,4,39.6,31.2,1.9,0,0,0,,10,1.0,38,1,8,6,1.3,0,0,0,
12,ヴィアティン三重,15,,茶屋道康輔,18,5,5,4,3,1,77,36,5,46.8,40.3,2.0,0,0,0,,13,0.7,77,3,7,23,9.1,5,4,1,90.0
01,ヴィアティン三重,15,,茶屋道康輔,26,6,6,6,4,4,96,46,9,47.9,38.5,1.8,0,0,0,,14,0.5,106,4,8,25,7.8,9,4,2,55.6
02,ヴィアティン三重,15,,茶屋道康輔,19,5,5,5,4,0,103,42,6,40.8,35.0,2.2,1,0,0,0.0,9,0.5,86,4,10,17,6.7,3,3,0,100.0
