月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
11,ヴィアティン三重,19,,中村有登,11,4,4,2,1,0,77,27,6,35.1,27.3,2.5,13,3,2,23.1,0,0.0,31,2,7,4,4.0,0,0,0,
12,ヴィアティン三重,19,,中村有登,17,5,4,4,3,1,124,42,17,33.9,20.2,2.5,29,10,3,34.5,5,0.3,57,2,5,22,11.0,0,0,0,
01,ヴィアティン三重,19,,中村有登,25,6,6,6,4,3,128,56,7,43.8,38.3,2.2,27,14,4,51.9,13,0.5,78,4,13,20,7.4,0,0,0,
02,ヴィアティン三重,19,,中村有登,20,5,5,5,5,0,131,54,13,41.2,31.3,2.7,40,13,7,32.5,4,0.2,67,3,14,24,8.2,0,0,0,
